collection,name,description,image_url,banner_image_url,owner,safelist_status,category,is_disabled,is_nsfw,trait_offers_enabled,collection_offers_enabled,opensea_url,project_url,wiki_url,discord_url,telegram_url,twitter_username,instagram_username,contracts,editors,fees,required_zone,total_supply,created_date,rarity.strategy_id,rarity.strategy_version,rarity.calculated_at,rarity.max_rank,rarity.tokens_scored
boredape-baseclub,Bored Ape Base Club,Bored Ape Base Club | 🎁[$BABC](https://x.com/oxboredapebc) | [$BBKC](https://x.com/oxboredapebc)🎁 | Bored Base Kennel Club,https://i.seadn.io/s/raw/files/afb4939e07f432a7803974d2b8b3c72c.gif?w=500&auto=format,https://i.seadn.io/s/primary-drops/0x0be0bb1097f4465b17b1ac3b22b5427d9cbf6d2c/31864168:about:media:992eb49c-6dd6-4d14-abe1-654d8ce71574.png?w=500&auto=format,0xd954bb185991e0e11b90704f35beec3ce54078d2,verified,pfps,False,False,True,True,https://opensea.io/collection/boredape-baseclub,,,,,OxBoredApeBC,boredapebaseclub,"[{'address': '0x0be0bb1097f4465b17b1ac3b22b5427d9cbf6d2c', 'chain': 'base'}]",['0xd954bb185991e0e11b90704f35beec3ce54078d2'],"[{'fee': 2.5, 'recipient': '0x0000a26b00c1f0df003000390027140000faa719', 'required': True}, {'fee': 5.0, 'recipient': '0xd954bb185991e0e11b90704f35beec3ce54078d2', 'required': True}]",0x000056f7000000ece9003ca63978907a00ffd100,9992,2024-04-15,openrarity,0.7.5,2025-01-01T12:07:13.444973,9963,9963
